"Category","Tag","Rank","Page","Wall_ID","Fans","PTA"
"brands","services","2094","Klimesch for Moments","311093652295813","124","12"
"brands","services","2095","Siivouspoliisi Kaarina","199116390289","124","0"
"brands","services","2096","Több mint weboldal készítés -…","165054486854849","123","4"
"brands","services","2097","Solea Faroe Islands","329445330441990","121","0"
"brands","services","2098","Content Frog","147078278762009","121","0"
"brands","services","2099","META Communication International","142977429099203","121","4"
"brands","services","2100","Don Harris Home Improvement","119266831449474","121","7"
"brands","services","2101","Агенция за недвижими имоти ""Адлер""","239285089425063","120","0"
"brands","services","2102","Agence Glop","172214739468196","120","0"
"brands","services","2103","iPUBLISH Ganske Interactive","237479912934357","120","2"
"brands","services","2104","BWP-MediaOne Productions","162379693838599","119","2"
"brands","services","2105","Dicicode","591826664176508","119","1"
"brands","services","2106","DNS Security","404234252920243","119","0"
"brands","services","2107","Magical Moments Photography","336780533023890","118","9"
"brands","services","2108","Sotaque Conteúdo","301292606638773","118","1"
"brands","services","2109","Rasytojas.lt","358188204242945","118","3"
"brands","services","2110","CityBul","213974125302783","118","0"
"brands","services","2111","F5 Digital","474705395921264","118","5"
"brands","services","2112","Издательский Дом Фактор","108496215947445","117","5"
"brands","services","2113","Esther Catherine","450844114930326","116","8"
"brands","services","2114","Emzac - E-marketing y Soluciones…","122873574438347","116","6"
"brands","services","2115","Súkkluhandilin Uno","282519318492036","115","2"
"brands","services","2116","Garden SPOT - bydlení v Novostavbě","200962676686144","115","0"
"brands","services","2117","Trade Marketing Agency RUSINFO","215643788451660","115","0"
"brands","services","2118","Масштабные макеты и модели -…","270167953005257","115","9"
"brands","services","2119","Master Box™","162356803804060","114","0"
"brands","services","2120","Kent Smith- Network Marketing For…","217258911658630","113","3"
"brands","services","2121","Brighton Social Media","403245586376491","113","3"
"brands","services","2122","Openeyes DDB","346207825445019","113","21"
"brands","services","2123","DS Comunicação e Imprensa","200666989960722","113","2"
"brands","services","2124","Social Media Business Boosters |…","204324449614497","112","3"
"brands","services","2125","Theiner ICT","339462032730595","112","3"
"brands","services","2126","Kremer Online","110855022287073","112","8"
"brands","services","2127","Chartered Management Institute UK","102076766518187","111","0"
"brands","services","2128","ExtraİŞ","232175873515822","110","4"
"brands","services","2129","Comwerk Webdesign &amp; Social Media","91655339434","110","1"
"brands","services","2130","BDO Consulting Ukraine","254813831237300","109","108"
"brands","services","2131","Designate","137269536346359","109","24"
"brands","services","2132","Партнер Болгария *Partner Bulgaria…","295931607093342","108","0"
"brands","services","2133","Fahrradkurier-Verzeichnis","122247204508238","108","1"
"brands","services","2134","Heuvel Marketing","75523873685","106","0"
"brands","services","2135","Archimede di Franco Morante","180786048626801","106","1"
"brands","services","2136","2.0 Revolution","147187502086212","106","1"
"brands","services","2137","Isis Master Comunicação","127318824034867","106","3"
"brands","services","2138","Graffiti Barcelona Power of Colours","296834733769362","105","1"
"brands","services","2139","Algoritmo de Venezuela C.A.","273530610926","105","0"
"brands","services","2140","Omsb Agency","420789747971368","105","0"
"brands","services","2141","KASEcom","273239626019429","104","2"
"brands","services","2142","Numerique","101804613287849","104","1"
"brands","services","2143","Go","119266881494803","103","2"
"brands","services","2144","N1N9","397934643606054","103","0"
"brands","services","2145","Inter Sistemas - Soluções…","155990074416292","103","10"
"brands","services","2146","Edenred España","123341194480223","101","40"
"brands","services","2147","xsmart","296430555019","100","0"
"brands","services","2148","Pandora Philosophy","186370898123012","99","5"
"brands","services","2149","Arkios - Expatriate Housing…","312620012178287","99","0"
"brands","services","2150","ЕППИ-Сделки с имоти","469604929756387","99","7"
"brands","services","2151","Espaço Condominium","506340086084403","98","65"
"brands","services","2152","Fórmula Idónea","392923997393249","98","3"
"brands","services","2153","BitySoft","165895486770178","97","0"
"brands","services","2154","Adelson, Testan, Brundo, Novell &amp;…","381376935269635","97","23"
"brands","services","2155","Enigma64","414805228612019","97","3"
"brands","services","2156","beDesign","221998364593070","96","0"
"brands","services","2157","Master Corporativo","450073095018017","96","10"
"brands","services","2158","Galaxi - reklama, tlač, výroba…","148318987048","96","0"
"brands","services","2159","WebsLogix","357115931010853","95","0"
"brands","services","2160","Dianne Wait Real Estate","276870082404189","95","1"
"brands","services","2161","Woopi Innovation","198642036846692","95","2"
"brands","services","2162","QuickBlox","324022903887","95","1"
"brands","services","2163","DZIDA MUSIC","289756517705353","95","16"
"brands","services","2164","Afni Philippines","451130254938176","95","29"
"brands","services","2165","So Digital","392937984133142","94","95"
"brands","services","2166","Our Doctors Come to You","166096560097919","94","0"
"brands","services","2167","Petrom Moldova","312690775416442","94","1"
"brands","services","2168","Acara design","515965731750619","94","6"
"brands","services","2169","Project Hope Generation Inc","105497936180833","94","1"
"brands","services","2170","Maria Boyle Communications Ltd","209985795693989","93","16"
"brands","services","2171","Firewest","166197120104117","93","3"
"brands","services","2172","GRID Worldwide","134324603360597","93","2"
"brands","services","2173","Bows","345748598817000","93","1"
"brands","services","2174","RICS South East","178110488883192","92","0"
"brands","services","2175","Grupo OTP - Europreven","481285968600925","91","56"
"brands","services","2176","Irony Production","136590249777952","91","7"
"brands","services","2177","Fatpixel","348884078520265","90","9"
"brands","services","2178","Агентство интернет-рекламы «Точно!»","106683046139593","90","4"
"brands","services","2179","Digital Animal","110425919018769","90","0"
"brands","services","2180","Wizard Curitiba Centro Cívico","562377880440579","90","26"
"brands","services","2181","Felszegi Gyógyszertár","226389904057942","90","1"
"brands","services","2182","Kingspan Insulated Panels UK","177453648971889","89","4"
"brands","services","2183","GRAFIO AKINITON ""EU-POLI” /ΓΡΑΦΕΙΟ…","200026443401837","89","0"
"brands","services","2184","Fairfax Media Learning and…","334862199880024","87","6"
"brands","services","2185","ha Promociones Inmobiliarias","103881499645020","87","0"
"brands","services","2186","MANE Reality","141599032540459","87","0"
"brands","services","2187","Rentwest Solutions - Perth…","161871450569278","87","1"
"brands","services","2188","GFM Network","398854743492251","87","4"
"brands","services","2189","Huntington Transmissions Auto…","502433313112925","86","21"
"brands","services","2190","Edenred Bulgaria","150349791697625","86","3"
"brands","services","2191","WebCoupers","127010317443118","86","0"
"brands","services","2192","RE/MAX Formula - Недвижими имоти","265523636881626","86","5"
"brands","services","2193","Clepsisoft Consulting","176787079100272","86","7"
"brands","services","2194","Simurg Ricerche","147905015261144","86","8"
"brands","services","2195","Social Media Business Boosters |…","432416560127042","85","5"
"brands","services","2196","Yoraka Entertainment (PVT) Ltd","362797170459358","85","1"
"brands","services","2197","Consolid Venezuela","468649146496165","85","3"
"brands","services","2198","DHL Express Bangladesh","127186127435758","84","5"
"brands","services","2199","Home Quarenta","131623793644415","84","6"
"brands","services","2200","IAB Canada - Conseil Québécois","197099110318729","83","0"
"brands","services","2201","Laser Sur Tattoo","171448509663435","83","3"
"brands","services","2202","Harry Oakley Social Media Business…","318603564826563","83","0"
"brands","services","2203","Lets Engage Social Media","326896050759137","83","5"
"brands","services","2204","Digital Marketing Academy","210224072412377","83","0"
"brands","services","2205","Римекс Имоти","150566198303247","82","8"
"brands","services","2206","Easy Sports","222479174559772","82","8"
